East,North,Elevation,Var_1,Var_2,Theoretical_rho
   304.099,   953.088,    -6.705,     0.705,     0.338,     0.353
   302.828,   954.181,    -8.381,     0.730,     0.352,     0.355
   301.558,   955.274,   -10.057,     0.750,     0.351,     0.357
   300.287,   956.367,   -11.733,     0.705,     0.323,     0.359
   299.016,   957.460,   -13.410,     0.671,     0.297,     0.362
   297.745,   958.553,   -15.086,     0.702,     0.284,     0.364
   296.474,   959.646,   -16.762,     0.701,     0.281,     0.366
   295.203,   960.739,   -18.438,     0.730,     0.305,     0.369
   293.932,   961.832,   -20.115,     0.696,     0.308,     0.371
   292.662,   962.925,   -21.791,     0.692,     0.298,     0.373
   291.391,   964.018,   -23.467,     0.754,     0.328,     0.375
   290.120,   965.111,   -25.143,     0.785,     0.324,     0.378
   288.849,   966.204,   -26.819,     0.729,     0.323,     0.380
   287.578,   967.297,   -28.496,     0.719,     0.328,     0.382
   286.307,   968.390,   -30.172,     0.654,     0.328,     0.385
   285.036,   969.483,   -31.848,     0.634,     0.295,     0.387
   283.766,   970.576,   -33.524,     0.635,     0.298,     0.389
   282.495,   971.669,   -35.200,     0.701,     0.290,     0.392
   281.224,   972.762,   -36.877,     0.676,     0.278,     0.394
   279.953,   973.855,   -38.553,     0.661,     0.278,     0.396
   278.682,   974.948,   -40.229,     0.690,     0.270,     0.398
   277.411,   976.041,   -41.905,     0.672,     0.259,     0.401
   276.140,   977.134,   -43.581,     0.652,     0.233,     0.403
   274.869,   978.227,   -45.258,     0.678,     0.231,     0.405
   273.599,   979.320,   -46.934,     0.662,     0.230,     0.408
   272.328,   980.413,   -48.610,     0.653,     0.225,     0.410
   271.057,   981.506,   -50.286,     0.668,     0.234,     0.412
   269.786,   982.599,   -51.962,     0.716,     0.267,     0.414
   268.515,   983.692,   -53.639,     0.669,     0.283,     0.417
   267.244,   984.785,   -55.315,     0.719,     0.292,     0.419
   265.973,   985.878,   -56.991,     0.786,     0.292,     0.421
   264.703,   986.971,   -58.667,     0.831,     0.320,     0.424
   263.432,   988.064,   -60.344,     0.803,     0.330,     0.426
   262.161,   989.157,   -62.020,     0.762,     0.298,     0.428
   260.890,   990.250,   -63.696,     0.676,     0.284,     0.430
   259.619,   991.343,   -65.372,     0.619,     0.278,     0.433
   258.348,   992.435,   -67.048,     0.671,     0.281,     0.435
   257.077,   993.528,   -68.725,     0.637,     0.273,     0.437
   255.807,   994.621,   -70.401,     0.618,     0.238,     0.440
   254.536,   995.714,   -72.077,     0.630,     0.251,     0.442
   253.265,   996.807,   -73.753,     0.652,     0.256,     0.444
   251.994,   997.900,   -75.429,     0.619,     0.264,     0.446
   250.723,   998.993,   -77.106,     0.588,     0.249,     0.449
   249.452,  1000.086,   -78.782,     0.609,     0.263,     0.451
   248.181,  1001.179,   -80.458,     0.618,     0.266,     0.453
   246.911,  1002.272,   -82.134,     0.639,     0.270,     0.456
   245.640,  1003.365,   -83.810,     0.640,     0.290,     0.458
   435.920,   130.242,    -0.000,     1.388,     0.623,     0.115
   434.396,   131.535,    -1.999,     1.314,     0.566,     0.118
   432.872,   132.829,    -3.997,     1.274,     0.509,     0.121
   431.349,   134.122,    -5.996,     1.254,     0.489,     0.124
   429.825,   135.416,    -7.994,     1.322,     0.502,     0.126
   428.302,   136.709,    -9.993,     1.368,     0.540,     0.129
   426.778,   138.003,   -11.992,     1.432,     0.566,     0.132
   425.255,   139.296,   -13.990,     1.348,     0.551,     0.135
   423.731,   140.590,   -15.989,     1.308,     0.540,     0.137
   422.207,   141.883,   -17.988,     1.236,     0.527,     0.140
   420.684,   143.177,   -19.986,     1.236,     0.508,     0.143
   419.160,   144.471,   -21.985,     1.199,     0.496,     0.146
   417.637,   145.764,   -23.983,     1.126,     0.527,     0.148
   416.113,   147.058,   -25.982,     1.132,     0.496,     0.151
   414.590,   148.351,   -27.981,     1.111,     0.451,     0.154
   413.066,   149.645,   -29.979,     1.171,     0.442,     0.156
   411.543,   150.938,   -31.978,     1.214,     0.444,     0.159
   410.019,   152.232,   -33.976,     1.095,     0.470,     0.162
   408.495,   153.525,   -35.975,     1.139,     0.459,     0.165
   406.972,   154.819,   -37.974,     1.093,     0.445,     0.167
   405.448,   156.112,   -39.972,     1.137,     0.485,     0.170
   403.925,   157.406,   -41.971,     1.003,     0.496,     0.173
   402.401,   158.699,   -43.970,     1.010,     0.469,     0.176
   400.878,   159.993,   -45.968,     0.979,     0.453,     0.178
   399.354,   161.286,   -47.967,     0.916,     0.438,     0.181
   397.831,   162.580,   -49.965,     0.935,     0.440,     0.184
   396.307,   163.874,   -51.964,     0.870,     0.467,     0.187
   394.783,   165.167,   -53.963,     0.813,     0.424,     0.189
   393.260,   166.461,   -55.961,     0.810,     0.434,     0.192
   391.736,   167.754,   -57.960,     0.752,     0.428,     0.195
   390.213,   169.048,   -59.958,     0.766,     0.414,     0.198
   388.689,   170.341,   -61.957,     0.779,     0.393,     0.200
   387.166,   171.635,   -63.956,     0.771,     0.373,     0.203
   385.642,   172.928,   -65.954,     0.781,     0.359,     0.206
   384.118,   174.222,   -67.953,     0.820,     0.338,     0.209
   382.595,   175.515,   -69.952,     0.882,     0.361,     0.211
   381.071,   176.809,   -71.950,     0.812,     0.353,     0.214
   379.548,   178.102,   -73.949,     0.863,     0.372,     0.217
   378.024,   179.396,   -75.947,     0.873,     0.403,     0.220
   376.501,   180.689,   -77.946,     0.845,     0.407,     0.222
   374.977,   181.983,   -79.945,     0.890,     0.393,     0.225
   373.454,   183.277,   -81.943,     0.878,     0.386,     0.228
   371.930,   184.570,   -83.942,     0.947,     0.430,     0.231
   370.406,   185.864,   -85.940,     0.899,     0.424,     0.233
   368.883,   187.157,   -87.939,     0.894,     0.413,     0.236
   367.359,   188.451,   -89.938,     0.914,     0.390,     0.239
   365.836,   189.744,   -91.936,     0.962,     0.379,     0.241
   364.312,   191.038,   -93.935,     0.987,     0.376,     0.244
   362.789,   192.331,   -95.934,     0.933,     0.376,     0.247
   361.265,   193.625,   -97.932,     0.875,     0.343,     0.250
   359.742,   194.918,   -99.931,     0.833,     0.336,     0.252
   446.015,   202.248,    -0.000,     1.088,     0.663,     0.097
   447.401,   201.032,    -1.844,     1.003,     0.688,     0.095
   448.788,   199.815,    -3.689,     0.935,     0.652,     0.092
   450.174,   198.598,    -5.533,     1.010,     0.607,     0.090
   451.560,   197.382,    -7.377,     0.999,     0.586,     0.087
   452.946,   196.165,    -9.221,     1.031,     0.598,     0.085
   454.332,   194.949,   -11.066,     1.087,     0.583,     0.082
   455.718,   193.732,   -12.910,     1.087,     0.566,     0.080
   457.104,   192.515,   -14.754,     1.101,     0.528,     0.077
   458.490,   191.299,   -16.598,     1.099,     0.523,     0.075
   459.876,   190.082,   -18.443,     1.156,     0.522,     0.072
   461.262,   188.865,   -20.287,     1.109,     0.513,     0.070
   462.648,   187.649,   -22.131,     1.110,     0.554,     0.067
   464.034,   186.432,   -23.976,     1.057,     0.592,     0.065
   465.420,   185.216,   -25.820,     1.064,     0.623,     0.062
   466.807,   183.999,   -27.664,     1.078,     0.628,     0.060
   468.193,   182.782,   -29.508,     1.021,     0.571,     0.057
   469.579,   181.566,   -31.353,     1.077,     0.586,     0.055
   470.965,   180.349,   -33.197,     1.092,     0.595,     0.052
   472.351,   179.133,   -35.041,     0.995,     0.690,     0.050
   473.737,   177.916,   -36.886,     1.073,     0.686,     0.047
   475.123,   176.699,   -38.730,     1.032,     0.740,     0.045
   476.509,   175.483,   -40.574,     1.072,     0.681,     0.042
   477.895,   174.266,   -42.418,     1.103,     0.668,     0.040
   479.281,   173.050,   -44.263,     1.103,     0.684,     0.037
   480.667,   171.833,   -46.107,     1.072,     0.680,     0.035
   482.053,   170.616,   -47.951,     1.116,     0.600,     0.032
   483.440,   169.400,   -49.795,     1.060,     0.614,     0.030
   484.826,   168.183,   -51.640,     1.059,     0.619,     0.027
   486.212,   166.967,   -53.484,     1.026,     0.589,     0.025
   487.598,   165.750,   -55.328,     1.002,     0.538,     0.022
   488.984,   164.533,   -57.173,     1.048,     0.550,     0.020
   490.370,   163.317,   -59.017,     1.052,     0.608,     0.017
   491.756,   162.100,   -60.861,     1.029,     0.610,     0.015
   493.142,   160.883,   -62.705,     1.020,     0.645,     0.012
   494.528,   159.667,   -64.550,     0.952,     0.637,     0.010
   495.914,   158.450,   -66.394,     1.085,     0.593,     0.007
   497.300,   157.234,   -68.238,     1.177,     0.605,     0.005
   498.686,   156.017,   -70.082,     1.204,     0.644,     0.002
   500.072,   154.800,   -71.927,     1.241,     0.633,    -0.000
   501.459,   153.584,   -73.771,     1.100,     0.663,    -0.003
   502.845,   152.367,   -75.615,     1.105,     0.678,    -0.005
   504.231,   151.151,   -77.460,     1.102,     0.645,    -0.008
   505.617,   149.934,   -79.304,     1.052,     0.705,    -0.010
   507.003,   148.717,   -81.148,     1.060,     0.615,    -0.013
   508.389,   147.501,   -82.992,     1.041,     0.588,    -0.015
   509.775,   146.284,   -84.837,     0.986,     0.575,    -0.018
   511.161,   145.068,   -86.681,     0.857,     0.593,    -0.020
   512.547,   143.851,   -88.525,     0.898,     0.581,    -0.023
   513.933,   142.634,   -90.369,     0.946,     0.589,    -0.025
   515.319,   141.418,   -92.214,     0.938,     0.609,    -0.028
   385.730,   203.685,    -0.000,     0.960,     0.450,     0.206
   384.066,   202.807,    -1.881,     0.919,     0.451,     0.209
   382.403,   201.928,    -3.763,     0.951,     0.468,     0.212
   380.739,   201.049,    -5.644,     1.057,     0.489,     0.215
   379.076,   200.170,    -7.525,     1.052,     0.449,     0.218
   377.413,   199.292,    -9.406,     1.051,     0.429,     0.221
   375.749,   198.413,   -11.288,     1.089,     0.425,     0.224
   374.086,   197.534,   -13.169,     1.083,     0.411,     0.227
   372.422,   196.656,   -15.050,     1.051,     0.394,     0.230
   370.759,   195.777,   -16.931,     1.015,     0.402,     0.233
   369.095,   194.898,   -18.813,     0.912,     0.381,     0.236
   367.432,   194.019,   -20.694,     0.915,     0.355,     0.239
   365.769,   193.141,   -22.575,     0.955,     0.342,     0.242
   364.105,   192.262,   -24.457,     0.942,     0.380,     0.245
   362.442,   191.383,   -26.338,     1.003,     0.371,     0.248
   360.778,   190.504,   -28.219,     0.970,     0.363,     0.251
   359.115,   189.626,   -30.100,     0.967,     0.365,     0.254
   357.451,   188.747,   -31.982,     0.934,     0.380,     0.257
   355.788,   187.868,   -33.863,     1.002,     0.402,     0.260
   354.124,   186.989,   -35.744,     1.059,     0.384,     0.263
   352.461,   186.111,   -37.626,     0.967,     0.395,     0.266
   350.798,   185.232,   -39.507,     0.961,     0.432,     0.269
   349.134,   184.353,   -41.388,     0.857,     0.393,     0.272
   347.471,   183.475,   -43.269,     0.842,     0.366,     0.275
   345.807,   182.596,   -45.151,     0.804,     0.382,     0.278
   344.144,   181.717,   -47.032,     0.711,     0.359,     0.281
   342.480,   180.838,   -48.913,     0.762,     0.353,     0.284
   340.817,   179.960,   -50.794,     0.763,     0.334,     0.287
   339.153,   179.081,   -52.676,     0.762,     0.323,     0.290
   337.490,   178.202,   -54.557,     0.785,     0.298,     0.293
   335.827,   177.323,   -56.438,     0.764,     0.314,     0.296
   334.163,   176.445,   -58.320,     0.712,     0.318,     0.299
   332.500,   175.566,   -60.201,     0.772,     0.327,     0.302
   330.836,   174.687,   -62.082,     0.771,     0.315,     0.304
   329.173,   173.808,   -63.963,     0.768,     0.293,     0.307
   327.509,   172.930,   -65.845,     0.793,     0.311,     0.310
   325.846,   172.051,   -67.726,     0.837,     0.302,     0.313
   324.183,   171.172,   -69.607,     0.830,     0.303,     0.316
   322.519,   170.293,   -71.489,     0.831,     0.299,     0.319
   320.856,   169.415,   -73.370,     0.831,     0.312,     0.322
   319.192,   168.536,   -75.251,     0.798,     0.304,     0.325
   317.529,   167.657,   -77.132,     0.782,     0.288,     0.328
   315.865,   166.779,   -79.014,     0.734,     0.280,     0.331
   314.202,   165.900,   -80.895,     0.727,     0.292,     0.334
   312.538,   165.021,   -82.776,     0.708,     0.273,     0.337
   310.875,   164.142,   -84.657,     0.716,     0.274,     0.340
   309.212,   163.264,   -86.539,     0.749,     0.274,     0.343
   307.548,   162.385,   -88.420,     0.716,     0.293,     0.346
   305.885,   161.506,   -90.301,     0.691,     0.309,     0.349
   304.221,   160.627,   -92.183,     0.738,     0.320,     0.352
   302.558,   159.749,   -94.064,     0.706,     0.310,     0.355
   395.378,   319.823,    -0.000,     0.937,     0.431,     0.188
   395.258,   321.614,    -1.795,     0.877,     0.408,     0.189
   395.138,   323.406,    -3.591,     0.854,     0.382,     0.189
   395.018,   325.197,    -5.386,     0.774,     0.364,     0.189
   394.899,   326.988,    -7.182,     0.794,     0.377,     0.189
   394.779,   328.780,    -8.977,     0.839,     0.373,     0.189
   394.659,   330.571,   -10.773,     0.842,     0.386,     0.190
   394.540,   332.363,   -12.568,     0.798,     0.416,     0.190
   394.420,   334.154,   -14.364,     0.826,     0.428,     0.190
   394.300,   335.946,   -16.159,     0.880,     0.434,     0.190
   394.180,   337.737,   -17.954,     0.905,     0.464,     0.190
   394.061,   339.529,   -19.750,     0.884,     0.453,     0.191
   393.941,   341.320,   -21.545,     0.944,     0.442,     0.191
   393.821,   343.111,   -23.341,     0.993,     0.428,     0.191
   393.702,   344.903,   -25.136,     0.968,     0.429,     0.191
   393.582,   346.694,   -26.932,     0.993,     0.462,     0.192
   393.462,   348.486,   -28.727,     1.011,     0.513,     0.192
   393.342,   350.277,   -30.523,     0.979,     0.507,     0.192
   393.223,   352.069,   -32.318,     0.914,     0.506,     0.192
   393.103,   353.860,   -34.113,     0.914,     0.484,     0.192
   392.983,   355.652,   -35.909,     0.966,     0.505,     0.193
   392.863,   357.443,   -37.704,     0.921,     0.539,     0.193
   392.744,   359.234,   -39.500,     0.891,     0.547,     0.193
   392.624,   361.026,   -41.295,     0.909,     0.511,     0.193
   392.504,   362.817,   -43.091,     0.936,     0.490,     0.193
   392.385,   364.609,   -44.886,     0.901,     0.455,     0.194
   392.265,   366.400,   -46.681,     0.897,     0.490,     0.194
   392.145,   368.192,   -48.477,     0.944,     0.500,     0.194
   392.025,   369.983,   -50.272,     0.902,     0.503,     0.194
   391.906,   371.775,   -52.068,     0.887,     0.523,     0.195
   391.786,   373.566,   -53.863,     0.937,     0.529,     0.195
   391.666,   375.357,   -55.659,     0.919,     0.570,     0.195
   391.547,   377.149,   -57.454,     0.915,     0.539,     0.195
   391.427,   378.940,   -59.250,     1.013,     0.494,     0.195
   391.307,   380.732,   -61.045,     0.991,     0.471,     0.196
   391.187,   382.523,   -62.840,     0.980,     0.460,     0.196
   391.068,   384.315,   -64.636,     1.008,     0.461,     0.196
   390.948,   386.106,   -66.431,     0.986,     0.440,     0.196
   390.828,   387.898,   -68.227,     0.988,     0.405,     0.197
   390.708,   389.689,   -70.022,     0.895,     0.389,     0.197
   390.589,   391.480,   -71.818,     0.892,     0.425,     0.197
   390.469,   393.272,   -73.613,     0.840,     0.408,     0.197
   390.349,   395.063,   -75.409,     0.876,     0.401,     0.197
   390.230,   396.855,   -77.204,     0.961,     0.452,     0.198
   390.110,   398.646,   -78.999,     0.940,     0.482,     0.198
   389.990,   400.438,   -80.795,     0.899,     0.404,     0.198
   389.870,   402.229,   -82.590,     0.846,     0.411,     0.198
   389.751,   404.021,   -84.386,     0.964,     0.397,     0.198
   389.631,   405.812,   -86.181,     0.965,     0.409,     0.199
   389.511,   407.603,   -87.977,     0.889,     0.415,     0.199
   389.392,   409.395,   -89.772,     0.979,     0.399,     0.199
   368.662,   370.904,    -0.000,     0.997,     0.499,     0.236
   369.925,   369.449,    -1.927,     1.052,     0.487,     0.234
   371.188,   367.993,    -3.854,     0.970,     0.469,     0.232
   372.451,   366.538,    -5.781,     0.922,     0.437,     0.230
   373.714,   365.082,    -7.708,     0.912,     0.422,     0.227
   374.977,   363.627,    -9.635,     0.947,     0.432,     0.225
   376.240,   362.172,   -11.562,     1.003,     0.405,     0.223
   377.504,   360.716,   -13.489,     0.908,     0.435,     0.220
   378.767,   359.261,   -15.416,     0.891,     0.462,     0.218
   380.030,   357.805,   -17.344,     0.878,     0.469,     0.216
   381.293,   356.350,   -19.271,     0.913,     0.474,     0.214
   382.556,   354.895,   -21.198,     0.868,     0.440,     0.211
   383.819,   353.439,   -23.125,     0.901,     0.439,     0.209
   385.082,   351.984,   -25.052,     0.906,     0.409,     0.207
   386.345,   350.528,   -26.979,     0.934,     0.447,     0.205
   387.608,   349.073,   -28.906,     0.938,     0.468,     0.202
   388.871,   347.618,   -30.833,     0.969,     0.461,     0.200
   390.134,   346.162,   -32.760,     0.981,     0.463,     0.198
   391.397,   344.707,   -34.687,     1.056,     0.498,     0.195
   392.661,   343.251,   -36.614,     1.000,     0.508,     0.193
   393.924,   341.796,   -38.541,     0.934,     0.497,     0.191
   395.187,   340.341,   -40.468,     0.864,     0.485,     0.189
   396.450,   338.885,   -42.395,     0.831,     0.486,     0.186
   397.713,   337.430,   -44.322,     0.819,     0.468,     0.184
   398.976,   335.974,   -46.249,     0.847,     0.465,     0.182
   400.239,   334.519,   -48.176,     0.834,     0.489,     0.180
   401.502,   333.064,   -50.104,     0.779,     0.478,     0.177
   402.765,   331.608,   -52.031,     0.809,     0.481,     0.175
   404.028,   330.153,   -53.958,     0.879,     0.492,     0.173
   405.291,   328.697,   -55.885,     0.825,     0.473,     0.170
   406.554,   327.242,   -57.812,     0.813,     0.487,     0.168
   407.818,   325.787,   -59.739,     0.834,     0.492,     0.166
   409.081,   324.331,   -61.666,     0.836,     0.492,     0.164
   410.344,   322.876,   -63.593,     0.888,     0.485,     0.161
   411.607,   321.420,   -65.520,     0.865,     0.467,     0.159
   412.870,   319.965,   -67.447,     0.871,     0.437,     0.157
   414.133,   318.510,   -69.374,     0.929,     0.447,     0.155
   415.396,   317.054,   -71.301,     0.997,     0.466,     0.152
   416.659,   315.599,   -73.228,     1.021,     0.480,     0.150
   417.922,   314.143,   -75.155,     1.034,     0.495,     0.148
   419.185,   312.688,   -77.082,     1.031,     0.509,     0.145
   420.448,   311.233,   -79.009,     1.093,     0.492,     0.143
   421.711,   309.777,   -80.936,     1.057,     0.516,     0.141
   422.975,   308.322,   -82.864,     0.987,     0.524,     0.139
   424.238,   306.866,   -84.791,     0.940,     0.526,     0.136
   425.501,   305.411,   -86.718,     1.030,     0.544,     0.134
   426.764,   303.956,   -88.645,     1.186,     0.552,     0.132
   428.027,   302.500,   -90.572,     1.197,     0.522,     0.130
   429.290,   301.045,   -92.499,     1.009,     0.571,     0.127
   430.553,   299.590,   -94.426,     1.012,     0.509,     0.125
   431.816,   298.134,   -96.353,     1.046,     0.501,     0.123
   436.246,   408.317,    -0.000,     1.007,     0.567,     0.115
   435.148,   409.787,    -1.835,     1.087,     0.518,     0.117
   434.049,   411.257,    -3.671,     1.043,     0.502,     0.119
   432.950,   412.728,    -5.506,     1.035,     0.512,     0.121
   431.851,   414.198,    -7.342,     1.073,     0.453,     0.123
   430.753,   415.668,    -9.177,     1.009,     0.438,     0.125
   429.654,   417.138,   -11.013,     1.027,     0.457,     0.127
   428.555,   418.609,   -12.848,     1.040,     0.454,     0.129
   427.456,   420.079,   -14.683,     1.012,     0.475,     0.131
   426.358,   421.549,   -16.519,     0.916,     0.437,     0.133
   425.259,   423.019,   -18.354,     0.930,     0.401,     0.135
   424.160,   424.489,   -20.190,     0.889,     0.423,     0.137
   423.061,   425.960,   -22.025,     0.816,     0.431,     0.138
   421.963,   427.430,   -23.860,     0.783,     0.436,     0.140
   420.864,   428.900,   -25.696,     0.754,     0.426,     0.142
   419.765,   430.370,   -27.531,     0.752,     0.459,     0.144
   418.666,   431.840,   -29.367,     0.808,     0.467,     0.146
   417.568,   433.311,   -31.202,     0.842,     0.472,     0.148
   416.469,   434.781,   -33.038,     0.858,     0.506,     0.150
   415.370,   436.251,   -34.873,     0.827,     0.493,     0.152
   414.271,   437.721,   -36.708,     0.879,     0.517,     0.154
   413.173,   439.191,   -38.544,     1.004,     0.490,     0.156
   412.074,   440.662,   -40.379,     1.005,     0.484,     0.158
   410.975,   442.132,   -42.215,     0.989,     0.455,     0.160
   409.876,   443.602,   -44.050,     0.961,     0.423,     0.162
   408.778,   445.072,   -45.885,     1.024,     0.429,     0.164
   407.679,   446.542,   -47.721,     0.997,     0.429,     0.166
   406.580,   448.013,   -49.556,     0.925,     0.436,     0.168
   405.481,   449.483,   -51.392,     0.888,     0.416,     0.170
   404.383,   450.953,   -53.227,     0.827,     0.390,     0.172
   403.284,   452.423,   -55.063,     0.849,     0.388,     0.174
   402.185,   453.893,   -56.898,     0.838,     0.424,     0.176
   401.086,   455.364,   -58.733,     0.817,     0.425,     0.178
   399.988,   456.834,   -60.569,     0.844,     0.421,     0.180
   398.889,   458.304,   -62.404,     0.889,     0.436,     0.182
   397.790,   459.774,   -64.240,     0.953,     0.427,     0.184
   396.691,   461.244,   -66.075,     1.074,     0.434,     0.186
   395.593,   462.715,   -67.910,     0.913,     0.419,     0.188
   394.494,   464.185,   -69.746,     0.967,     0.493,     0.190
   393.395,   465.655,   -71.581,     1.025,     0.467,     0.192
   392.296,   467.125,   -73.417,     1.017,     0.444,     0.194
   391.198,   468.596,   -75.252,     0.880,     0.438,     0.196
   390.099,   470.066,   -77.088,     0.874,     0.428,     0.198
   389.000,   471.536,   -78.923,     0.884,     0.437,     0.200
   387.901,   473.006,   -80.758,     0.832,     0.425,     0.202
   386.803,   474.476,   -82.594,     0.868,     0.447,     0.204
   385.704,   475.947,   -84.429,     0.826,     0.470,     0.206
   384.605,   477.417,   -86.265,     0.873,     0.427,     0.208
   383.506,   478.887,   -88.100,     0.827,     0.439,     0.210
   382.408,   480.357,   -89.935,     0.782,     0.429,     0.212
   381.309,   481.827,   -91.771,     0.823,     0.478,     0.214
   402.442,   424.305,    -0.000,     1.167,     0.446,     0.176
   400.885,   423.599,    -1.709,     1.043,     0.462,     0.178
   399.329,   422.893,    -3.418,     0.991,     0.448,     0.181
   397.773,   422.187,    -5.127,     0.940,     0.422,     0.184
   396.217,   421.481,    -6.835,     0.999,     0.428,     0.187
   394.660,   420.776,    -8.544,     0.998,     0.408,     0.190
   393.104,   420.070,   -10.253,     0.978,     0.431,     0.192
   391.548,   419.364,   -11.962,     1.010,     0.449,     0.195
   389.991,   418.658,   -13.671,     0.915,     0.472,     0.198
   388.435,   417.952,   -15.380,     0.889,     0.493,     0.201
   386.879,   417.246,   -17.089,     0.875,     0.448,     0.204
   385.323,   416.541,   -18.798,     0.872,     0.454,     0.206
   383.766,   415.835,   -20.506,     0.898,     0.461,     0.209
   382.210,   415.129,   -22.215,     0.844,     0.456,     0.212
   380.654,   414.423,   -23.924,     0.879,     0.460,     0.215
   379.097,   413.717,   -25.633,     0.852,     0.450,     0.218
   377.541,   413.011,   -27.342,     0.860,     0.500,     0.220
   375.985,   412.306,   -29.051,     0.789,     0.504,     0.223
   374.429,   411.600,   -30.760,     0.816,     0.463,     0.226
   372.872,   410.894,   -32.468,     0.790,     0.463,     0.229
   371.316,   410.188,   -34.177,     0.713,     0.424,     0.232
   369.760,   409.482,   -35.886,     0.780,     0.396,     0.234
   368.203,   408.776,   -37.595,     0.814,     0.410,     0.237
   366.647,   408.071,   -39.304,     0.841,     0.402,     0.240
   365.091,   407.365,   -41.013,     0.832,     0.406,     0.243
   363.535,   406.659,   -42.722,     0.859,     0.389,     0.246
   361.978,   405.953,   -44.431,     0.863,     0.358,     0.248
   360.422,   405.247,   -46.139,     0.868,     0.362,     0.251
   358.866,   404.541,   -47.848,     0.925,     0.347,     0.254
   357.309,   403.836,   -49.557,     0.910,     0.345,     0.257
   355.753,   403.130,   -51.266,     0.936,     0.336,     0.260
   354.197,   402.424,   -52.975,     0.972,     0.345,     0.262
   352.641,   401.718,   -54.684,     0.972,     0.353,     0.265
   351.084,   401.012,   -56.393,     0.914,     0.345,     0.268
   349.528,   400.306,   -58.102,     0.964,     0.360,     0.271
   347.972,   399.601,   -59.810,     1.010,     0.383,     0.274
   346.415,   398.895,   -61.519,     0.979,     0.379,     0.276
   344.859,   398.189,   -63.228,     1.009,     0.373,     0.279
   343.303,   397.483,   -64.937,     0.938,     0.385,     0.282
   341.747,   396.777,   -66.646,     0.999,     0.411,     0.285
   340.190,   396.071,   -68.355,     1.052,     0.408,     0.288
   338.634,   395.366,   -70.064,     0.983,     0.387,     0.290
   337.078,   394.660,   -71.772,     0.927,     0.401,     0.293
   335.521,   393.954,   -73.481,     0.968,     0.414,     0.296
   333.965,   393.248,   -75.190,     0.998,     0.416,     0.299
   332.409,   392.542,   -76.899,     0.970,     0.415,     0.302
   330.853,   391.836,   -78.608,     0.987,     0.426,     0.304
   329.296,   391.131,   -80.317,     1.085,     0.393,     0.307
   327.740,   390.425,   -82.026,     1.054,     0.384,     0.310
   326.184,   389.719,   -83.735,     1.055,     0.412,     0.313
   324.627,   389.013,   -85.443,     1.016,     0.412,     0.316
   408.557,   497.521,    -0.000,     1.057,     0.457,     0.165
   410.132,   498.132,    -1.689,     1.028,     0.480,     0.162
   411.706,   498.743,    -3.378,     1.021,     0.435,     0.159
   413.280,   499.354,    -5.066,     1.029,     0.461,     0.156
   414.855,   499.965,    -6.755,     1.049,     0.468,     0.153
   416.429,   500.576,    -8.444,     1.001,     0.457,     0.150
   418.004,   501.187,   -10.133,     1.021,     0.446,     0.148
   419.578,   501.798,   -11.822,     1.064,     0.435,     0.145
   421.152,   502.409,   -13.510,     1.050,     0.424,     0.142
   422.727,   503.020,   -15.199,     1.052,     0.446,     0.139
   424.301,   503.631,   -16.888,     1.104,     0.479,     0.136
   425.875,   504.243,   -18.577,     1.078,     0.449,     0.133
   427.450,   504.854,   -20.266,     1.092,     0.424,     0.131
   429.024,   505.465,   -21.954,     1.161,     0.459,     0.128
   430.599,   506.076,   -23.643,     1.198,     0.460,     0.125
   432.173,   506.687,   -25.332,     1.270,     0.497,     0.122
   433.747,   507.298,   -27.021,     1.275,     0.470,     0.119
   435.322,   507.909,   -28.710,     1.240,     0.448,     0.116
   436.896,   508.520,   -30.398,     1.204,     0.444,     0.114
   438.470,   509.131,   -32.087,     1.182,     0.455,     0.111
   440.045,   509.742,   -33.776,     1.214,     0.504,     0.108
   441.619,   510.353,   -35.465,     1.105,     0.537,     0.105
   443.194,   510.964,   -37.154,     1.072,     0.468,     0.102
   444.768,   511.575,   -38.842,     0.985,     0.520,     0.099
   446.342,   512.186,   -40.531,     1.000,     0.470,     0.097
   447.917,   512.797,   -42.220,     0.968,     0.408,     0.094
   449.491,   513.408,   -43.909,     0.989,     0.413,     0.091
   451.065,   514.019,   -45.597,     0.990,     0.446,     0.088
   452.640,   514.630,   -47.286,     0.966,     0.465,     0.085
   454.214,   515.241,   -48.975,     0.911,     0.461,     0.082
   455.789,   515.852,   -50.664,     0.941,     0.503,     0.080
   457.363,   516.463,   -52.353,     0.962,     0.500,     0.077
   458.937,   517.075,   -54.041,     1.057,     0.474,     0.074
   460.512,   517.686,   -55.730,     1.101,     0.510,     0.071
   462.086,   518.297,   -57.419,     0.976,     0.533,     0.068
   463.660,   518.908,   -59.108,     0.926,     0.504,     0.065
   465.235,   519.519,   -60.797,     0.990,     0.583,     0.063
   466.809,   520.130,   -62.485,     0.954,     0.670,     0.060
   468.384,   520.741,   -64.174,     0.990,     0.676,     0.057
   469.958,   521.352,   -65.863,     0.965,     0.687,     0.054
   471.532,   521.963,   -67.552,     0.895,     0.669,     0.051
   473.107,   522.574,   -69.241,     0.888,     0.731,     0.048
   474.681,   523.185,   -70.929,     0.927,     0.691,     0.046
   476.255,   523.796,   -72.618,     0.973,     0.698,     0.043
   477.830,   524.407,   -74.307,     0.924,     0.687,     0.040
   479.404,   525.018,   -75.996,     1.013,     0.658,     0.037
